1,5236,1
2,1,1
2,11,1
2,20,1
2,24,1
2,36,1
2,82,1
2,83,1
2,84,1
2,107,1
2,125,1
2,126,1
2,130,1
2,138,1
2,141,1
2,197,1
2,493,1
2,497,1
2,502,1
2,508,1
2,511,1
2,518,1
2,534,1
2,537,1
2,538,1
2,553,1
2,559,1
2,569,1
2,577,1
2,586,1
2,588,1
2,595,1
2,603,1
2,767,1
2,980,1
2,992,1
2,996,1
2,997,1
2,1004,1
2,1008,1
2,1009,1
2,1010,1
2,1011,1
2,1012,1
2,1037,1
2,1040,1
2,1044,1
2,1047,1
2,1050,1
2,1053,1
2,1058,1
2,1064,1
2,1079,1
2,1082,1
2,1083,1
2,1091,1
2,1172,1
2,1862,1
2,2247,1
2,2267,1
2,2284,1
2,2291,1
2,2301,1
2,2333,1
2,2334,1
2,2338,1
2,3332,1
2,3890,1
2,3894,1
2,3900,1
2,4336,1
2,4773,1
2,4965,1
2,5173,1
2,5174,1
2,5175,1
2,5176,1
2,5178,1
2,5187,1
2,5200,1
2,5207,1
2,5210,1
2,5215,1
2,5222,1
2,5227,1
2,5230,1
2,5248,1
2,5252,1
2,5364,1
2,6760,1
2,6784,1
2,6802,1
2,6816,1
2,6869,1
2,6877,1
2,8172,1
2,8277,1
3,1,1
3,21,1
3,104,1
3,120,1
3,138,1
3,291,1
3,342,1
3,389,1
3,441,1
3,509,1
3,522,1
3,567,1
3,713,1
3,717,1
3,763,1
3,811,1
3,816,1
3,860,1
3,889,1
3,1308,1
3,1328,1
3,1455,1
3,1458,1
3,1812,1
3,1834,1
3,1860,1
3,1868,1
3,1871,1
3,1877,1
3,1887,1
3,2315,1
3,2442,1
3,2599,1
3,2678,1
3,2722,1
3,2726,1
3,2790,1
3,2815,1
3,2833,1
3,2836,1
3,2917,1
3,2932,1
3,2948,1
3,2950,1
3,2951,1
3,2972,1
3,3224,1
3,3271,1
3,3360,1
3,3371,1
3,4007,1
3,4172,1
3,4201,1
3,4386,1
3,4591,1
3,4706,1
3,4718,1
3,4740,1
3,4752,1
3,4753,1
3,4779,1
3,4780,1
3,4781,1
3,4787,1
3,4789,1
3,4795,1
3,4809,1
3,4826,1
3,4838,1
3,4840,1
3,4843,1
3,4845,1
3,4847,1
3,4848,1
3,4860,1
3,4864,1
3,4866,1
3,4871,1
3,4876,1
3,4881,1
3,4882,1
3,4910,1
3,4921,1
3,4927,1
3,4929,1
3,4930,1
3,4933,1
3,4934,1
3,4938,1
3,4944,1
3,4945,1
3,4946,1
3,4947,1
3,5324,1
3,5376,1
3,5454,1
3,5463,1
3,5595,1
3,5596,1
3,5914,1
3,5931,1
3,6122,1
3,6383,1
3,6888,1
3,8080,1
3,8171,1
4,1,1
4,20,1
4,36,1
4,68,1
4,107,1
4,7559,1
4,7639,1
5,1,1
5,11,1
5,47,1
5,77,1
5,78,1
5,83,1
5,86,1
5,125,1
5,130,1
5,139,1
5,492,1
5,519,1
5,534,1
5,572,1
5,580,1
5,594,1
5,4093,1
5,4100,1
5,4377,1
5,4390,1
5,4397,1
5,4405,1
5,4416,1
5,4444,1
5,4454,1
5,4482,1
5,4485,1
5,4492,1
5,6860,1
6,1,1
6,25,1
6,27,1
6,35,1
6,59,1
6,98,1
6,113,1
6,116,1
6,135,1
6,1823,1
6,1830,1
6,2410,1
6,2447,1
6,2474,1
6,2477,1
6,2479,1
6,2600,1
6,2906,1
6,2959,1
6,2966,1
6,3309,1
6,6684,1
6,7556,1
6,7561,1
6,7594,1
6,7622,1
6,7630,1
6,7649,1
7,1,1
7,7,1
7,8,1
7,9,1
7,13,1
7,29,1
7,43,1
7,47,1
7,50,1
7,57,1
7,64,1
7,69,1
7,78,1
7,87,1
7,89,1
7,90,1
7,93,1
7,107,1
7,110,1
7,121,1
7,124,1
7,128,1
7,2608,1
8,1,1
8,20,1
8,23,1
8,68,1
8,78,1
8,107,1
9,1,1
9,20,1
9,36,1
9,83,1
9,139,1
9,141,1
9,7168,1
10,1,1
11,1,1
11,20,1
11,31,1
11,91,1
11,106,1
11,107,1
12,2,1
12,9,1
12,26,1
12,37,1
12,49,1
12,55,1
12,56,1
12,82,1
12,97,1
12,99,1
12,105,1
12,119,1
12,124,1
12,127,1
12,128,1
12,130,1
12,1347,1
12,1348,1
12,1349,1
12,1353,1
12,1356,1
12,1358,1
12,1361,1
12,1363,1
12,1366,1
12,1368,1
12,1370,1
12,1373,1
12,1374,1
12,1375,1
12,1381,1
12,1384,1
12,1386,1
12,1387,1
12,1395,1
12,1398,1
12,1399,1
12,1403,1
12,1404,1
12,1405,1
12,1408,1
12,1409,1
12,1417,1
12,4545,1
12,8759,1
12,8837,1
13,2,1
13,9,1
13,23,1
13,30,1
13,41,1
13,64,1
13,78,1
13,81,1
13,89,1
13,110,1
13,120,1
13,133,1
13,140,1
13,373,1
13,419,1
13,430,1
13,443,1
13,469,1
13,494,1
13,524,1
13,587,1
13,606,1
13,610,1
13,717,1
13,767,1
13,811,1
13,833,1
13,851,1
13,908,1
13,938,1
13,1110,1
13,1162,1
13,1173,1
13,1184,1
13,1199,1
13,1256,1
13,1286,1
13,1654,1
13,1712,1
13,1722,1
13,1814,1
13,1822,1
13,1850,1
13,1857,1
13,1860,1
13,1890,1
13,1907,1
13,1920,1
13,2148,1
13,2214,1
13,2274,1
13,2358,1
13,2413,1
13,2415,1
13,2441,1
13,2455,1
13,2461,1
13,2523,1
13,2652,1
13,2658,1
13,2661,1
13,2676,1
13,2682,1
13,2686,1
13,2761,1
13,2851,1
13,2869,1
13,2946,1
13,3000,1
13,3301,1
13,3303,1
13,3310,1
13,3315,1
13,3324,1
13,3328,1
13,3336,1
13,3338,1
13,3340,1
13,3345,1
13,3496,1
13,3517,1
13,3535,1
13,3812,1
13,3843,1
13,3878,1
13,4125,1
13,4169,1
13,4187,1
13,4211,1
13,4213,1
13,4214,1
13,4216,1
13,4221,1
13,4223,1
13,4260,1
13,4314,1
13,4343,1
13,4346,1
13,4357,1
13,4368,1
13,4650,1
13,4744,1
13,4765,1
13,4772,1
13,4775,1
13,4826,1
13,4838,1
13,4843,1
13,4888,1
13,4962,1
13,4973,1
13,4990,1
13,5101,1
13,5160,1
13,5181,1
13,5204,1
13,5230,1
13,5236,1
13,5243,1
13,5297,1
13,5323,1
13,5352,1
13,5436,1
13,5553,1
13,5584,1
13,5616,1
13,5965,1
13,6093,1
13,6122,1
13,6370,1
13,6542,1
13,6623,1
13,6627,1
13,6674,1
13,6717,1
13,6815,1
13,6822,1
13,6824,1
13,6852,1
13,6887,1
13,6937,1
13,6987,1
13,7138,1
13,7555,1
13,7561,1
13,7567,1
13,7581,1
13,7587,1
13,7612,1
13,7642,1
13,7647,1
13,7665,1
13,7675,1
13,7700,1
13,7722,1
13,7727,1
13,7766,1
13,7858,1
13,7863,1
13,7864,1
13,7886,1
13,7911,1
13,7929,1
13,7931,1
13,7932,1
13,7955,1
13,7971,1
13,7976,1
13,7982,1
13,8008,1
13,8013,1
13,8018,1
13,8041,1
13,8047,1
13,8055,1
